Channel;OrderDate;Month-Year;OrderQuantity;UnitPrice;UnitCost
In-Store;25/07/2020;2020-07;5;5025;3568
In-Store;25/07/2020;2020-07;1;1802;1063
Online;25/07/2020;2020-07;6;6291;3838
Online;25/07/2020;2020-07;2;2506;1002
In-Store;25/07/2020;2020-07;8;1126;957
In-Store;25/07/2020;2020-07;7;683;328
Online;25/07/2020;2020-07;5;1776;1083
In-Store;26/07/2020;2020-07;1;1246;710
In-Store;26/07/2020;2020-07;3;3906;3203
In-Store;26/07/2020;2020-07;2;737;450
Online;26/07/2020;2020-07;8;3102;2047
Online;26/07/2020;2020-07;5;1139;706
Online;26/07/2020;2020-07;3;3913;2935
Wholesale;26/07/2020;2020-07;1;3819;2864
In-Store;26/07/2020;2020-07;8;1869;1047
Online;26/07/2020;2020-07;3;1099;582
Distributor;27/07/2020;2020-07;5;3095;1393
In-Store;27/07/2020;2020-07;8;2613;1829
Distributor;27/07/2020;2020-07;8;1286;617
In-Store;27/07/2020;2020-07;7;2700;1755
In-Store;27/07/2020;2020-07;3;6546;3469
Distributor;27/07/2020;2020-07;8;5085;3000
Online;27/07/2020;2020-07;5;851;434
Distributor;27/07/2020;2020-07;5;1983;1269
In-Store;27/07/2020;2020-07;2;5501;2420
Distributor;28/07/2020;2020-07;7;3973;3337
In-Store;28/07/2020;2020-07;4;3176;2541
Wholesale;28/07/2020;2020-07;2;3873;1549
In-Store;28/07/2020;2020-07;7;3698;2774
Distributor;28/07/2020;2020-07;5;3042;2555
In-Store;29/07/2020;2020-07;7;5233;2459
In-Store;29/07/2020;2020-07;1;1045;679
Online;29/07/2020;2020-07;8;214;96
In-Store;29/07/2020;2020-07;3;911;446
Wholesale;29/07/2020;2020-07;8;1173;879
Online;29/07/2020;2020-07;3;1682;706
Wholesale;29/07/2020;2020-07;1;3926;1688
In-Store;29/07/2020;2020-07;6;1099;582
In-Store;29/07/2020;2020-07;6;5816;4827
Online;30/07/2020;2020-07;6;2667;1627
Online;30/07/2020;2020-07;5;1173;621
Wholesale;30/07/2020;2020-07;8;1273;802
In-Store;30/07/2020;2020-07;3;214;178
Distributor;30/07/2020;2020-07;8;3484;2718
Online;30/07/2020;2020-07;1;2439;1195
Online;30/07/2020;2020-07;3;5775;4678
Online;30/07/2020;2020-07;1;2533;1697
Distributor;30/07/2020;2020-07;6;5380;3605
Online;30/07/2020;2020-07;1;168;77
Wholesale;30/07/2020;2020-07;6;3953;3044
Wholesale;30/07/2020;2020-07;4;1173;492
Online;31/07/2020;2020-07;5;1099;934
Online;31/07/2020;2020-07;6;5735;4416
Online;31/07/2020;2020-07;8;6526;3589
In-Store;31/07/2020;2020-07;5;1018;855
Online;31/07/2020;2020-07;1;3497;2938
In-Store;08/01/2020;2020-01;6;2519;1058
In-Store;08/01/2020;2020-01;4;1072;622
Distributor;08/01/2020;2020-01;4;1226;895
Online;08/01/2020;2020-01;3;1943;835
In-Store;08/02/2020;2020-02;3;1715;1235
Online;08/02/2020;2020-02;3;2385;1765
Distributor;08/02/2020;2020-02;8;6452;2903
Online;08/02/2020;2020-02;1;1722;1343
Distributor;08/02/2020;2020-02;4;3819;2979
Online;08/02/2020;2020-02;3;201;117
In-Store;08/02/2020;2020-02;8;5474;2463
In-Store;08/03/2020;2020-03;2;3879;1784
Online;08/03/2020;2020-03;3;6023;3132
Online;08/03/2020;2020-03;5;5327;2930
Online;08/03/2020;2020-03;4;188;156
Distributor;08/03/2020;2020-03;6;3558;1601
Distributor;08/03/2020;2020-03;7;261;125
Online;08/03/2020;2020-03;3;5461;2839
Online;08/03/2020;2020-03;4;261;154
In-Store;08/03/2020;2020-03;6;1762;793
In-Store;08/04/2020;2020-04;3;1146;516
Distributor;08/04/2020;2020-04;4;2720;2176
Distributor;08/04/2020;2020-04;2;4020;2613
Online;08/04/2020;2020-04;2;1085;912
Distributor;08/04/2020;2020-04;3;2358;1108
Distributor;08/04/2020;2020-04;1;2399;1199
Wholesale;08/04/2020;2020-04;7;3987;2153
Distributor;08/04/2020;2020-04;4;2861;1774
In-Store;08/04/2020;2020-04;1;3819;2253
In-Store;08/04/2020;2020-04;7;1836;973
In-Store;08/04/2020;2020-04;4;1045;805
Distributor;08/05/2020;2020-05;6;1106;564
Online;08/05/2020;2020-05;4;3913;2856
In-Store;08/05/2020;2020-05;7;2613;2143
Online;08/05/2020;2020-05;4;3859;2431
Online;08/05/2020;2020-05;6;3973;2662
In-Store;08/06/2020;2020-06;8;3879;2522
Online;08/06/2020;2020-06;2;188;75
In-Store;08/06/2020;2020-06;6;2526;2021
Online;08/06/2020;2020-06;3;1876;1576
Online;08/06/2020;2020-06;6;2606;1329
In-Store;08/06/2020;2020-06;4;3819;2864
Online;08/06/2020;2020-06;6;6104;3052
In-Store;08/06/2020;2020-06;3;3933;2084
Online;08/07/2020;2020-07;6;985;611
Distributor;08/07/2020;2020-07;2;1313;840
Online;08/07/2020;2020-07;1;1085;771
Online;08/07/2020;2020-07;3;2988;2391
Wholesale;08/07/2020;2020-07;4;791;672
Distributor;08/07/2020;2020-07;5;2459;1549
In-Store;08/07/2020;2020-07;8;1695;1204
In-Store;08/07/2020;2020-07;3;6425;3662
In-Store;08/07/2020;2020-07;2;838;477
Distributor;08/08/2020;2020-08;1;3913;3326
Distributor;08/08/2020;2020-08;6;2405;1395
Online;08/08/2020;2020-08;1;958;814
Online;08/08/2020;2020-08;2;992;645
Distributor;08/08/2020;2020-08;2;5494;4011
Distributor;08/08/2020;2020-08;5;911;629
Online;08/08/2020;2020-08;8;3873;1665
In-Store;08/09/2020;2020-09;6;2613;2221
Online;08/09/2020;2020-09;4;3678;2428
Online;08/09/2020;2020-09;2;1273;1069
In-Store;08/09/2020;2020-09;4;945;756
In-Store;08/09/2020;2020-09;8;4000;2520
Wholesale;08/09/2020;2020-09;3;2439;1366
In-Store;08/09/2020;2020-09;3;261;209
Distributor;08/10/2020;2020-10;6;3899;2574
Online;08/10/2020;2020-10;5;1092;546
In-Store;08/10/2020;2020-10;1;5300;2173
In-Store;08/11/2020;2020-11;4;1045;700
Online;08/11/2020;2020-11;8;1132;691
Online;08/11/2020;2020-11;2;2291;1719
Wholesale;08/11/2020;2020-11;2;978;430
In-Store;08/11/2020;2020-11;7;2693;1912
In-Store;08/11/2020;2020-11;5;784;510
Online;08/11/2020;2020-11;2;891;624
In-Store;08/11/2020;2020-11;5;2278;1116
In-Store;08/11/2020;2020-11;7;2734;1449
In-Store;08/11/2020;2020-11;6;797;423
Online;08/11/2020;2020-11;1;1106;497
Wholesale;08/12/2020;2020-12;2;1260;516
Distributor;08/12/2020;2020-12;6;1018;570
In-Store;08/12/2020;2020-12;4;1246;835
In-Store;08/12/2020;2020-12;5;1789;1485
Wholesale;08/12/2020;2020-12;3;3156;1988
Wholesale;08/12/2020;2020-12;7;1126;585
Online;08/12/2020;2020-12;2;1072;493
Online;08/12/2020;2020-12;8;248;186
In-Store;08/12/2020;2020-12;6;2506;1077
Online;08/12/2020;2020-12;6;1092;775
In-Store;08/12/2020;2020-12;7;4000;3000
Online;08/12/2020;2020-12;5;1039;633
Distributor;13/08/2020;2020-08;6;3853;2312
In-Store;13/08/2020;2020-08;2;1018;662
In-Store;13/08/2020;2020-08;5;235;141
Distributor;13/08/2020;2020-08;5;998;779
Online;13/08/2020;2020-08;3;2613;1542
Distributor;13/08/2020;2020-08;7;5213;3284
Online;13/08/2020;2020-08;2;1159;498
Wholesale;13/08/2020;2020-08;2;884;619
Online;14/08/2020;2020-08;1;3243;1427
Online;14/08/2020;2020-08;5;1005;593
Distributor;14/08/2020;2020-08;1;918;743
Online;14/08/2020;2020-08;4;5481;4110
In-Store;14/08/2020;2020-08;1;1997;938
In-Store;14/08/2020;2020-08;1;5152;2525
In-Store;14/08/2020;2020-08;5;851;715
In-Store;14/08/2020;2020-08;1;2486;1715
Online;14/08/2020;2020-08;4;168;112
In-Store;14/08/2020;2020-08;1;1005;824
In-Store;15/08/2020;2020-08;1;3899;3120
Online;15/08/2020;2020-08;2;4000;3360
Distributor;15/08/2020;2020-08;4;1869;1271
In-Store;15/08/2020;2020-08;4;5541;2438
Wholesale;15/08/2020;2020-08;7;201;159
Distributor;15/08/2020;2020-08;5;3089;2224
Online;15/08/2020;2020-08;1;1005;724
Online;15/08/2020;2020-08;7;1682;925
Online;15/08/2020;2020-08;1;998;839
Wholesale;16/08/2020;2020-08;2;1018;489
In-Store;16/08/2020;2020-08;8;228;96
Distributor;16/08/2020;2020-08;7;261;112
In-Store;16/08/2020;2020-08;6;3886;2681
In-Store;17/08/2020;2020-08;5;5802;4178
Distributor;17/08/2020;2020-08;5;1280;627
Wholesale;17/08/2020;2020-08;8;2332;1725
Wholesale;17/08/2020;2020-08;1;5099;3059
Distributor;17/08/2020;2020-08;1;2680;1179
In-Store;17/08/2020;2020-08;3;2667;2240
In-Store;17/08/2020;2020-08;7;2593;1089
In-Store;17/08/2020;2020-08;6;1079;475
Wholesale;18/08/2020;2020-08;8;6003;4322
Online;18/08/2020;2020-08;8;2459;1525
Online;18/08/2020;2020-08;1;3839;2419
In-Store;18/08/2020;2020-08;7;6492;4869
Distributor;18/08/2020;2020-08;8;3913;2817
In-Store;18/08/2020;2020-08;3;1085;792
In-Store;18/08/2020;2020-08;3;3296;1912
Distributor;18/08/2020;2020-08;7;5662;3623
Online;18/08/2020;2020-08;1;965;550
In-Store;19/08/2020;2020-08;8;2633;1080
Online;19/08/2020;2020-08;8;864;631
Wholesale;19/08/2020;2020-08;4;2332;1096
In-Store;19/08/2020;2020-08;4;844;709
Online;19/08/2020;2020-08;8;3993;1677
In-Store;20/08/2020;2020-08;8;268;177
Online;20/08/2020;2020-08;1;6057;2847
Online;20/08/2020;2020-08;2;1943;1263
In-Store;20/08/2020;2020-08;1;1193;954
Distributor;20/08/2020;2020-08;8;2539;1879
In-Store;20/08/2020;2020-08;5;1782;713
Distributor;20/08/2020;2020-08;4;1132;566
Wholesale;20/08/2020;2020-08;3;1005;593
Online;20/08/2020;2020-08;8;978;616
Online;20/08/2020;2020-08;2;6452;4581
Distributor;21/08/2020;2020-08;7;1943;1360
Wholesale;21/08/2020;2020-08;7;1025;461
Distributor;21/08/2020;2020-08;4;5829;4197
In-Store;21/08/2020;2020-08;3;1072;622
Wholesale;21/08/2020;2020-08;7;2392;1698
In-Store;21/08/2020;2020-08;6;3625;2646
In-Store;21/08/2020;2020-08;8;2720;1251
In-Store;21/08/2020;2020-08;7;6399;4607
Online;21/08/2020;2020-08;8;1119;604
In-Store;21/08/2020;2020-08;6;208;129
Distributor;21/08/2020;2020-08;4;1025;420
Wholesale;22/08/2020;2020-08;4;5394;3668
In-Store;22/08/2020;2020-08;2;4000;3320
Wholesale;22/08/2020;2020-08;3;2432;1654
Online;22/08/2020;2020-08;3;3879;3220
Online;22/08/2020;2020-08;1;221;119
Online;22/08/2020;2020-08;4;998;749
Wholesale;23/08/2020;2020-08;7;1132;849
Online;23/08/2020;2020-08;8;201;159
In-Store;23/08/2020;2020-08;1;683;492
In-Store;23/08/2020;2020-08;1;5293;3335
In-Store;23/08/2020;2020-08;1;168;74
In-Store;23/08/2020;2020-08;1;5481;3288
Distributor;23/08/2020;2020-08;7;3819;2482
Online;23/08/2020;2020-08;4;6017;3429
Distributor;24/08/2020;2020-08;4;1025;543
Online;24/08/2020;2020-08;5;2660;1862
In-Store;24/08/2020;2020-08;8;3893;2997
Online;24/08/2020;2020-08;4;911;474
Distributor;24/08/2020;2020-08;2;1863;745
Wholesale;24/08/2020;2020-08;5;208;139
Online;24/08/2020;2020-08;1;1970;1635
In-Store;24/08/2020;2020-08;4;945;463
Online;24/08/2020;2020-08;4;864;536
Distributor;25/08/2020;2020-08;2;2291;1512
In-Store;25/08/2020;2020-08;3;1132;895
Wholesale;25/08/2020;2020-08;4;194;78
Online;25/08/2020;2020-08;7;248;154
Wholesale;25/08/2020;2020-08;8;1039;623
Wholesale;25/08/2020;2020-08;4;1106;895
Wholesale;25/08/2020;2020-08;1;181;103
In-Store;25/08/2020;2020-08;1;5655;3280
In-Store;25/08/2020;2020-08;7;3906;1758
In-Store;25/08/2020;2020-08;8;918;780
Online;25/08/2020;2020-08;7;2620;2122
Online;26/08/2020;2020-08;6;777;513
Online;26/08/2020;2020-08;8;958;604
Distributor;26/08/2020;2020-08;8;228;123
Online;26/08/2020;2020-08;1;1836;1322
In-Store;27/08/2020;2020-08;8;1059;455
In-Store;27/08/2020;2020-08;2;5675;3575
In-Store;27/08/2020;2020-08;1;1990;1691
In-Store;27/08/2020;2020-08;8;235;94
Distributor;27/08/2020;2020-08;1;1039;665
In-Store;27/08/2020;2020-08;5;1032;578
Online;27/08/2020;2020-08;7;3524;1515
Wholesale;27/08/2020;2020-08;4;2325;1069
Online;27/08/2020;2020-08;7;737;369
Distributor;27/08/2020;2020-08;8;1005;503
Online;27/08/2020;2020-08;4;1139;911
In-Store;27/08/2020;2020-08;3;1099;813
Wholesale;27/08/2020;2020-08;8;3826;2487
Distributor;28/08/2020;2020-08;6;181;74
Wholesale;28/08/2020;2020-08;8;965;579
Online;28/08/2020;2020-08;4;2486;1268
Online;29/08/2020;2020-08;4;214;142
Online;29/08/2020;2020-08;2;2432;1557
Online;29/08/2020;2020-08;4;1119;627
In-Store;29/08/2020;2020-08;3;891;561
Online;29/08/2020;2020-08;1;2486;1044
In-Store;29/08/2020;2020-08;7;1018;693
In-Store;29/08/2020;2020-08;8;2466;1800
In-Store;29/08/2020;2020-08;3;3993;3035
In-Store;29/08/2020;2020-08;1;3685;2248
Distributor;29/08/2020;2020-08;6;2285;1919
In-Store;29/08/2020;2020-08;6;3323;1927
Online;30/08/2020;2020-08;3;1079;431
Online;30/08/2020;2020-08;5;1045;606
Online;30/08/2020;2020-08;7;2647;1932
Online;30/08/2020;2020-08;1;2667;1787
Distributor;30/08/2020;2020-08;1;1889;831
In-Store;30/08/2020;2020-08;3;2492;1296
Online;30/08/2020;2020-08;8;1179;896
Wholesale;31/08/2020;2020-08;6;2318;1530
In-Store;31/08/2020;2020-08;4;3585;2832
In-Store;31/08/2020;2020-08;4;4000;1880
In-Store;31/08/2020;2020-08;1;1997;1677
In-Store;31/08/2020;2020-08;6;1132;827
Distributor;31/08/2020;2020-08;1;1963;1413
Distributor;31/08/2020;2020-08;4;1896;1612
In-Store;31/08/2020;2020-08;3;804;539
Online;31/08/2020;2020-08;1;174;129
Wholesale;31/08/2020;2020-08;8;3926;1688
In-Store;31/08/2020;2020-08;2;181;141
Distributor;31/08/2020;2020-08;1;255;153
Online;09/01/2020;2020-01;4;1132;566
In-Store;09/01/2020;2020-01;6;228;166
In-Store;09/01/2020;2020-01;4;2003;1422
In-Store;09/01/2020;2020-01;1;2526;1819
Distributor;09/01/2020;2020-01;5;3692;2178
Distributor;09/01/2020;2020-01;2;1762;1145
Distributor;09/02/2020;2020-02;8;891;437
Online;09/02/2020;2020-02;2;1032;567
Online;09/02/2020;2020-02;2;1012;496
Online;09/02/2020;2020-02;8;777;482
Wholesale;09/02/2020;2020-02;6;2600;2210
Online;09/02/2020;2020-02;2;5923;4205
Online;09/03/2020;2020-03;5;757;424
Online;09/03/2020;2020-03;2;3008;2076
Distributor;09/03/2020;2020-03;5;248;196
In-Store;09/03/2020;2020-03;7;2499;1300
Online;09/03/2020;2020-03;2;2593;1193
In-Store;09/03/2020;2020-03;4;2332;1865
Online;09/03/2020;2020-03;7;241;162
Online;09/03/2020;2020-03;5;1045;847
Distributor;09/03/2020;2020-03;8;898;763
Online;09/04/2020;2020-04;8;1896;1157
Online;09/04/2020;2020-04;6;1012;759
In-Store;09/04/2020;2020-04;6;248;206
Wholesale;09/04/2020;2020-04;8;1139;740
In-Store;09/04/2020;2020-04;5;1099;934
In-Store;09/04/2020;2020-04;8;214;167
In-Store;09/04/2020;2020-04;8;241;203
Online;09/04/2020;2020-04;2;2848;2363
Distributor;09/04/2020;2020-04;7;710;483
In-Store;09/04/2020;2020-04;1;911;647
In-Store;09/04/2020;2020-04;3;3712;2376
Distributor;09/05/2020;2020-05;2;978;538
In-Store;09/05/2020;2020-05;3;2499;1599
In-Store;09/05/2020;2020-05;6;5085;2187
Online;09/05/2020;2020-05;8;2345;1219
Distributor;09/05/2020;2020-05;8;2432;1605
Wholesale;09/05/2020;2020-05;4;3987;2631
Distributor;09/05/2020;2020-05;7;2358;1698
In-Store;09/05/2020;2020-05;7;2345;1173
In-Store;09/05/2020;2020-05;6;6439;3670
In-Store;09/05/2020;2020-05;7;5581;3070
In-Store;09/06/2020;2020-06;6;241;121
In-Store;09/06/2020;2020-06;5;1159;707
In-Store;09/06/2020;2020-06;8;2801;1680
In-Store;09/06/2020;2020-06;8;992;486
Distributor;09/06/2020;2020-06;1;1106;818
Online;09/06/2020;2020-06;5;1139;866
Distributor;09/06/2020;2020-06;1;3899;1599
Distributor;09/06/2020;2020-06;2;1039;852
Wholesale;09/07/2020;2020-07;4;168;94
Online;09/07/2020;2020-07;4;2318;1947
In-Store;09/07/2020;2020-07;8;3826;2869
In-Store;09/07/2020;2020-07;3;235;117
In-Store;09/07/2020;2020-07;1;1025;451
In-Store;09/07/2020;2020-07;7;194;159
In-Store;09/07/2020;2020-07;4;5092;3361
Online;09/07/2020;2020-07;7;1012;819
Distributor;09/07/2020;2020-07;4;1199;516
In-Store;09/07/2020;2020-07;2;3973;2384
In-Store;09/07/2020;2020-07;6;1072;440
In-Store;09/07/2020;2020-07;3;3169;2440
In-Store;09/08/2020;2020-08;2;992;764
Online;09/08/2020;2020-08;4;194;157
In-Store;09/08/2020;2020-08;7;3886;2915
Online;09/08/2020;2020-08;4;1139;729
Wholesale;09/08/2020;2020-08;7;261;107
Distributor;09/08/2020;2020-08;8;1159;661
Online;09/08/2020;2020-08;6;255;143
Online;09/09/2020;2020-09;6;5213;4379
Distributor;09/09/2020;2020-09;1;1112;612
Online;09/09/2020;2020-09;5;1012;850
In-Store;09/09/2020;2020-09;3;1005;533
In-Store;09/10/2020;2020-10;8;3491;1815
Online;09/10/2020;2020-10;1;6224;3921
Online;09/10/2020;2020-10;2;1856;1114
Online;09/11/2020;2020-11;8;5407;2487
In-Store;09/11/2020;2020-11;3;5119;2303
Online;09/11/2020;2020-11;4;1072;847
In-Store;09/11/2020;2020-11;1;1769;1468
Online;09/11/2020;2020-11;1;1139;592
In-Store;09/11/2020;2020-11;3;3980;1831
In-Store;09/11/2020;2020-11;8;1226;956
In-Store;09/12/2020;2020-12;5;1126;518
In-Store;09/12/2020;2020-12;1;2231;1339
In-Store;09/12/2020;2020-12;7;704;464
Online;09/12/2020;2020-12;8;1782;1497
Wholesale;09/12/2020;2020-12;5;6144;4055
In-Store;13/09/2020;2020-09;6;2419;1911
Distributor;13/09/2020;2020-09;7;1025;564
Online;13/09/2020;2020-09;6;2620;2174
In-Store;13/09/2020;2020-09;3;1903;932
Wholesale;13/09/2020;2020-09;8;1025;646
Distributor;13/09/2020;2020-09;8;174;73
Wholesale;13/09/2020;2020-09;7;2492;1072
Distributor;13/09/2020;2020-09;1;1059;529
Online;13/09/2020;2020-09;2;6392;4219
Online;13/09/2020;2020-09;8;1983;1408
Wholesale;13/09/2020;2020-09;8;6412;5001
In-Store;13/09/2020;2020-09;5;864;406
Online;14/09/2020;2020-09;2;965;521
In-Store;14/09/2020;2020-09;3;1052;484
Wholesale;14/09/2020;2020-09;1;4013;3211
Online;14/09/2020;2020-09;2;6070;2974
Online;14/09/2020;2020-09;4;838;695
Distributor;14/09/2020;2020-09;3;2392;1148
Online;14/09/2020;2020-09;6;2687;1155
Distributor;14/09/2020;2020-09;3;2479;1884
Distributor;14/09/2020;2020-09;6;938;385
Online;15/09/2020;2020-09;5;3906;2969
Online;15/09/2020;2020-09;8;2894;2402
Distributor;15/09/2020;2020-09;1;2231;1249
In-Store;15/09/2020;2020-09;1;1112;912
In-Store;15/09/2020;2020-09;8;2312;1387
In-Store;15/09/2020;2020-09;3;938;497
In-Store;15/09/2020;2020-09;5;3652;2447
Online;15/09/2020;2020-09;3;1065;682
Distributor;15/09/2020;2020-09;1;168;137
In-Store;15/09/2020;2020-09;8;1119;515
Online;16/09/2020;2020-09;5;2894;1910
In-Store;16/09/2020;2020-09;4;5621;3260
In-Store;16/09/2020;2020-09;6;194;95
Wholesale;16/09/2020;2020-09;5;1159;869
In-Store;16/09/2020;2020-09;5;1896;1119
Distributor;16/09/2020;2020-09;8;1018;825
Online;16/09/2020;2020-09;4;5126;3793
Wholesale;16/09/2020;2020-09;4;1059;508
In-Store;16/09/2020;2020-09;1;1059;508
In-Store;16/09/2020;2020-09;6;194;148
In-Store;16/09/2020;2020-09;1;1052;842
Distributor;17/09/2020;2020-09;7;898;673
In-Store;17/09/2020;2020-09;1;1052;810
Distributor;17/09/2020;2020-09;3;268;222
Online;17/09/2020;2020-09;1;1963;1217
In-Store;17/09/2020;2020-09;3;1715;772
Distributor;17/09/2020;2020-09;4;2251;1508
Wholesale;17/09/2020;2020-09;8;1032;588
In-Store;17/09/2020;2020-09;2;241;205
Online;17/09/2020;2020-09;4;2332;1142
Distributor;17/09/2020;2020-09;3;1045;721
In-Store;18/09/2020;2020-09;4;1079;723
Distributor;18/09/2020;2020-09;3;255;173
In-Store;18/09/2020;2020-09;2;5688;4323
Online;18/09/2020;2020-09;2;1059;783
Wholesale;18/09/2020;2020-09;5;864;726
In-Store;18/09/2020;2020-09;1;174;129
Wholesale;18/09/2020;2020-09;4;1146;470
In-Store;18/09/2020;2020-09;4;804;498
Wholesale;18/09/2020;2020-09;8;1005;663
Online;18/09/2020;2020-09;5;255;176
Online;18/09/2020;2020-09;2;3960;2297
Wholesale;19/09/2020;2020-09;5;911;583
Distributor;19/09/2020;2020-09;3;2580;1316
In-Store;19/09/2020;2020-09;4;228;134
Wholesale;19/09/2020;2020-09;2;938;713
In-Store;19/09/2020;2020-09;2;1159;580
Online;19/09/2020;2020-09;1;3953;2965
Online;19/09/2020;2020-09;2;1916;1035
Online;19/09/2020;2020-09;4;2499;2099
In-Store;20/09/2020;2020-09;1;2667;1547
In-Store;20/09/2020;2020-09;2;6291;3775
In-Store;20/09/2020;2020-09;5;5708;2283
In-Store;20/09/2020;2020-09;4;844;380
Online;20/09/2020;2020-09;6;1930;1196
In-Store;20/09/2020;2020-09;4;1106;840
Online;20/09/2020;2020-09;3;1112;656
In-Store;20/09/2020;2020-09;1;1012;789
Distributor;20/09/2020;2020-09;1;1856;1429
Distributor;20/09/2020;2020-09;3;3987;2751
In-Store;20/09/2020;2020-09;4;2640;1769
In-Store;21/09/2020;2020-09;2;2305;1129
In-Store;21/09/2020;2020-09;3;1139;547
In-Store;21/09/2020;2020-09;1;2539;1473
In-Store;21/09/2020;2020-09;2;2472;1014
Wholesale;21/09/2020;2020-09;5;1695;831
Online;21/09/2020;2020-09;4;1092;797
In-Store;21/09/2020;2020-09;3;1722;1050
In-Store;21/09/2020;2020-09;7;1052;873
Wholesale;21/09/2020;2020-09;2;3879;2095
In-Store;21/09/2020;2020-09;5;3899;3275
In-Store;21/09/2020;2020-09;1;5735;2581
Distributor;21/09/2020;2020-09;8;3538;1627
In-Store;21/09/2020;2020-09;4;1132;725
In-Store;21/09/2020;2020-09;3;3826;1760
Distributor;21/09/2020;2020-09;8;6492;3895
In-Store;21/09/2020;2020-09;2;998;809
Distributor;22/09/2020;2020-09;2;1722;947
Online;22/09/2020;2020-09;5;1963;1472
In-Store;22/09/2020;2020-09;2;3906;2695
In-Store;22/09/2020;2020-09;7;1039;488
Online;22/09/2020;2020-09;3;2010;965
In-Store;22/09/2020;2020-09;1;1240;806
Distributor;22/09/2020;2020-09;2;2546;1655
Wholesale;22/09/2020;2020-09;6;1863;745
In-Store;22/09/2020;2020-09;6;2546;1197
In-Store;22/09/2020;2020-09;6;221;119
Wholesale;22/09/2020;2020-09;5;3853;2196
In-Store;23/09/2020;2020-09;6;214;120
Distributor;23/09/2020;2020-09;8;5608;4374
Distributor;23/09/2020;2020-09;8;1776;1083
In-Store;23/09/2020;2020-09;3;764;565
Online;23/09/2020;2020-09;1;5387;4417
In-Store;24/09/2020;2020-09;1;1039;571
In-Store;24/09/2020;2020-09;5;1273;815
In-Store;24/09/2020;2020-09;1;1849;1553
Distributor;24/09/2020;2020-09;6;3980;2308
Distributor;24/09/2020;2020-09;4;1843;1511
Online;24/09/2020;2020-09;3;1327;1101
Wholesale;24/09/2020;2020-09;1;898;539
In-Store;24/09/2020;2020-09;1;5219;4332
Online;24/09/2020;2020-09;5;965;579
In-Store;24/09/2020;2020-09;2;3343;1605
In-Store;25/09/2020;2020-09;6;1079;755
Online;25/09/2020;2020-09;6;268;212
In-Store;25/09/2020;2020-09;7;838;452
Online;25/09/2020;2020-09;7;3960;1623
Online;25/09/2020;2020-09;1;1695;1441
Wholesale;25/09/2020;2020-09;7;5159;3302
Wholesale;25/09/2020;2020-09;6;6204;4281
In-Store;25/09/2020;2020-09;8;2472;1236
In-Store;25/09/2020;2020-09;6;2513;1030
Online;25/09/2020;2020-09;6;3993;2795
In-Store;26/09/2020;2020-09;3;6238;4304
Online;26/09/2020;2020-09;6;972;505
Distributor;26/09/2020;2020-09;4;2318;1090
In-Store;26/09/2020;2020-09;3;1755;1299
Wholesale;26/09/2020;2020-09;4;3122;1499
Distributor;27/09/2020;2020-09;3;4020;2452
Online;27/09/2020;2020-09;7;201;105
Distributor;27/09/2020;2020-09;5;2506;1779
In-Store;27/09/2020;2020-09;2;3980;3144
Online;27/09/2020;2020-09;8;3940;2049
Distributor;27/09/2020;2020-09;6;3893;2881
Wholesale;27/09/2020;2020-09;2;1152;899
Online;27/09/2020;2020-09;6;1173;950
In-Store;27/09/2020;2020-09;5;1039;831
In-Store;27/09/2020;2020-09;4;1065;820
In-Store;28/09/2020;2020-09;2;1943;894
Online;28/09/2020;2020-09;2;3987;2990
Wholesale;28/09/2020;2020-09;8;6070;2671
Distributor;28/09/2020;2020-09;3;214;178
Online;28/09/2020;2020-09;7;1112;779
In-Store;28/09/2020;2020-09;4;1018;723
Wholesale;28/09/2020;2020-09;6;174;94
In-Store;29/09/2020;2020-09;2;1012;759
In-Store;29/09/2020;2020-09;3;6251;2938
In-Store;29/09/2020;2020-09;7;3906;2500
Online;29/09/2020;2020-09;5;3142;2514
Distributor;29/09/2020;2020-09;2;1106;907
Online;30/09/2020;2020-09;4;2539;1244
In-Store;30/09/2020;2020-09;5;208;85
Wholesale;30/09/2020;2020-09;5;3893;2920
In-Store;30/09/2020;2020-09;6;3276;1999
In-Store;30/09/2020;2020-09;5;2258;1174
In-Store;10/01/2020;2020-01;7;1039;447
Online;10/01/2020;2020-01;7;2432;1240
Online;10/01/2020;2020-01;5;2499;1350
Distributor;10/01/2020;2020-01;5;1085;510
Online;10/01/2020;2020-01;5;1032;629
Distributor;10/01/2020;2020-01;8;5474;2409
In-Store;10/01/2020;2020-01;5;214;180
Distributor;10/01/2020;2020-01;6;4013;3130
In-Store;10/01/2020;2020-01;3;3263;2349
Distributor;10/01/2020;2020-01;5;3960;3089
Online;10/02/2020;2020-02;7;1206;844
Online;10/02/2020;2020-02;7;2794;1453
In-Store;10/02/2020;2020-02;2;1119;526
In-Store;10/02/2020;2020-02;4;194;111
Online;10/02/2020;2020-02;2;6070;3703
Distributor;10/02/2020;2020-02;4;1119;794
Online;10/02/2020;2020-02;2;2559;1638
In-Store;10/02/2020;2020-02;7;4020;3095
Distributor;10/02/2020;2020-02;6;1762;1498
Online;10/02/2020;2020-02;3;1990;1691
Distributor;10/03/2020;2020-03;6;1226;674
Distributor;10/03/2020;2020-03;3;2231;1383
Distributor;10/03/2020;2020-03;6;817;678
Distributor;10/03/2020;2020-03;2;3913;2426
Online;10/03/2020;2020-03;7;3129;2628
